Station,Date,Tmax,Tmin,Tavg,DewPoint,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,Rain,Mist,RelativeHumidity
2,2011-05-20,72,50,61.0,53,0.0,29.36,30.03,6.2,0,1,74.92573641260748
1,2011-05-21,75,50,62.5,59,0.01,29.13,29.87,8.1,0,1,88.31441122793649
2,2011-05-21,76,51,63.5,59,0.0,29.2,29.87,9.0,0,1,85.26282650148868
1,2011-05-22,87,61,74.0,60,0.58,28.95,29.7,11.4,1,1,61.62357940507553
2,2011-05-22,88,65,76.5,59,0.12,29.02,29.69,11.6,0,0,54.69940977805267
1,2011-05-23,79,60,69.5,59,0.0,28.92,29.62,11.3,0,0,69.25907619127013
2,2011-05-23,80,65,72.5,59,0.0,28.98,29.61,12.5,0,0,62.54371924627896
1,2011-05-24,66,47,56.5,47,0.11,29.15,29.86,12.4,0,0,70.41854327948681
2,2011-05-24,69,48,58.5,47,0.01,29.21,29.84,11.5,0,0,65.52612987802931
1,2011-05-25,67,47,57.0,52,2.24,28.92,29.67,11.7,1,1,83.3288601808143
2,2011-05-25,75,49,62.0,53,1.9,28.97,29.65,10.1,1,1,72.32044209638802
1,2011-05-26,49,43,46.0,40,1.06,29.15,29.84,17.8,1,1,79.4374510967032
2,2011-05-26,50,43,46.5,40,0.61,29.19,29.83,18.9,1,1,77.9495605863668
1,2011-05-27,58,40,49.0,41,0.0,29.21,29.93,8.7,1,0,73.76914770505039
2,2011-05-27,58,42,50.0,41,0.01,29.27,29.94,8.0,1,0,71.06976250052685
1,2011-05-28,62,51,56.5,55,0.12,29.1,29.83,6.7,1,1,94.7038548000694
2,2011-05-28,64,52,58.0,55,0.23,29.16,29.83,5.8,1,1,89.71974077829657
1,2011-05-29,70,52,61.0,59,1.88,29.16,29.86,5.7,1,1,93.12406179437392
2,2011-05-29,72,57,64.5,60,0.92,29.23,29.86,6.6,1,1,85.32080970418542
1,2011-05-30,88,56,72.0,65,0.0,29.26,29.97,12.8,0,0,78.62376240366078
2,2011-05-30,90,65,77.5,65,0.0,29.33,29.96,11.6,0,0,65.40474974154682
1,2011-05-31,85,69,77.0,64,0.08,29.34,30.04,13.2,1,0,64.21361089200255
2,2011-05-31,88,69,78.5,65,0.0,29.41,30.02,13.2,1,0,63.28033982249677
1,2011-06-01,81,59,70.0,49,0.0,29.44,30.17,10.5,0,0,47.23764887769495
2,2011-06-01,82,63,72.5,49,0.0,29.51,30.15,11.5,0,0,43.39265219923021
1,2011-06-02,69,56,62.5,44,0.02,29.45,30.19,9.4,1,0,50.726623266499956
2,2011-06-02,69,57,63.0,45,0.0,29.51,30.18,9.6,1,0,51.77772002333556
1,2011-06-03,87,55,71.0,62,0.01,29.31,30.04,11.5,0,0,73.20970168052929
2,2011-06-03,88,57,72.5,61,0.18,29.37,30.03,10.6,1,0,67.16171743494283
1,2011-06-04,92,64,78.0,64,0.18,29.31,30.02,8.5,0,0,62.123647934918836
2,2011-06-04,91,67,79.0,64,0.5,29.38,30.0,8.1,0,0,60.109903291890774
1,2011-06-05,85,60,72.5,55,0.0,29.36,30.08,5.4,0,0,54.138063623137214
2,2011-06-05,84,63,73.5,55,0.01,29.41,30.06,5.0,0,0,52.34334529578098
1,2011-06-06,93,60,76.5,64,0.0,29.15,29.89,9.7,0,0,65.28816859291616
2,2011-06-06,94,62,78.0,63,0.0,29.22,29.88,8.6,0,0,59.98153661250495
1,2011-06-07,96,75,85.5,65,0.0,29.11,29.82,10.6,0,0,50.41018810632529
2,2011-06-07,96,77,86.5,64,0.0,29.18,29.8,10.1,0,0,47.1482335468518
1,2011-06-08,95,66,80.5,64,0.17,29.13,29.81,13.4,0,0,57.225538838781354
2,2011-06-08,96,67,81.5,63,0.69,29.2,29.8,12.1,0,1,53.47934384054219
1,2011-06-09,69,50,59.5,52,0.93,29.28,30.0,12.5,1,1,76.17821838891169
2,2011-06-09,69,52,60.5,54,2.17,29.34,29.98,12.0,0,1,79.11341458481695
1,2011-06-10,69,51,60.0,56,0.52,29.21,29.94,8.0,1,1,86.6141266971228
2,2011-06-10,71,51,61.0,56,0.44,29.26,29.92,7.5,1,1,83.58971799889771
1,2011-06-11,62,52,57.0,54,0.03,29.24,29.95,5.7,1,1,89.67755329336606
2,2011-06-11,65,53,59.0,54,0.1,29.29,29.94,5.8,1,1,83.460032682145
1,2011-06-12,64,50,57.0,45,0.0,29.38,30.1,8.9,0,1,64.11514175131302
2,2011-06-12,64,51,57.5,45,0.0,29.44,30.09,9.9,0,0,62.97005550530693
1,2011-06-13,72,54,63.0,43,0.0,29.39,30.11,7.8,0,0,47.96972029596404
2,2011-06-13,71,56,63.5,43,0.0,29.44,30.11,8.7,0,0,47.13455328616175
1,2011-06-14,77,53,65.0,49,0.0,29.25,30.01,8.6,0,0,56.13141013840536
2,2011-06-14,77,58,67.5,49,0.0,29.31,30.0,8.3,0,0,51.46944225761633
1,2011-06-15,71,57,64.0,59,0.8,29.0,29.73,11.2,1,1,83.78150430151231
2,2011-06-15,72,57,64.5,59,0.84,29.07,29.73,11.2,1,1,82.32898277269078
1,2011-06-16,81,61,71.0,59,0.04,29.05,29.76,7.5,1,1,65.80525853476206
2,2011-06-16,81,62,71.5,59,0.03,29.12,29.75,9.1,1,1,64.6973112991367
1,2011-06-17,82,60,71.0,60,0.0,29.13,29.83,6.6,0,0,68.19661499378506
2,2011-06-17,82,64,73.0,60,0.0,29.18,29.81,6.2,0,0,63.73201712765311
1,2011-06-18,84,61,72.5,62,0.0,29.1,29.82,6.4,0,0,69.5811722340104
2,2011-06-18,83,63,73.0,62,0.0,29.16,29.8,6.4,0,0,68.41691426823859
1,2011-06-19,81,63,72.0,65,0.0,29.03,29.75,5.2,0,0,78.62376240366078
2,2011-06-19,83,65,74.0,65,0.0,29.08,29.73,4.9,0,1,73.49727560438572
1,2011-06-20,79,65,72.0,67,0.18,29.01,29.72,8.1,1,1,84.27734383908673
2,2011-06-20,80,69,74.5,67,1.23,29.07,29.7,9.5,0,1,77.47216231506823
1,2011-06-21,89,66,77.5,70,0.45,28.92,29.64,12.1,1,1,77.7189576527813
2,2011-06-21,89,69,79.0,70,0.08,28.98,29.63,11.8,1,1,73.96706755032609
1,2011-06-22,73,64,68.5,63,0.02,28.89,29.59,13.4,1,0,82.59959006641814
2,2011-06-22,75,66,70.5,62,0.02,28.95,29.59,13.4,0,0,74.46607624839507
1,2011-06-23,71,62,66.5,59,0.01,28.9,29.6,12.7,1,1,76.79479388290136
2,2011-06-23,72,63,67.5,60,0.05,28.96,29.6,13.5,1,1,76.88102929413392
1,2011-06-24,68,60,64.0,56,0.0,29.08,29.76,9.6,0,0,75.20368187494536
2,2011-06-24,68,60,64.0,55,0.0,29.13,29.76,8.7,0,0,72.52156515439835
1,2011-06-25,79,58,68.5,53,0.0,29.21,29.92,4.6,0,0,57.66795064267078
2,2011-06-25,78,61,69.5,52,0.0,29.28,29.91,5.8,1,0,53.71145725946654
1,2011-06-26,81,57,69.0,53,0.0,29.23,29.94,6.9,0,0,56.686850696229826
2,2011-06-26,80,64,72.0,53,0.0,29.28,29.93,7.0,0,0,51.17954175873011
1,2011-06-27,81,65,73.0,63,0.03,29.08,29.8,10.8,1,1,70.87089690607739
2,2011-06-27,80,67,73.5,64,0.14,29.15,29.79,9.2,1,1,72.17624879488196
1,2011-06-28,81,63,72.0,54,0.0,29.28,29.98,9.6,0,0,53.08915754692025
2,2011-06-28,81,65,73.0,53,0.0,29.34,29.97,8.6,0,0,49.47941486749692
1,2011-06-29,81,59,70.0,56,0.0,29.35,30.06,5.4,0,0,61.11484738287635
2,2011-06-29,80,63,71.5,55,0.0,29.41,30.04,5.9,0,0,56.00222048782242
1,2011-06-30,88,60,74.0,62,0.0,29.28,30.0,9.4,0,0,66.15348672574332
2,2011-06-30,89,66,77.5,61,0.03,29.34,29.99,10.6,1,0,56.822565614691925
1,2011-07-01,89,72,80.5,62,0.0,29.24,29.96,14.9,0,0,53.33914894868109
2,2011-07-01,89,70,79.5,63,0.01,29.31,29.95,10.8,1,0,57.09174276656152
1,2011-07-02,94,71,82.5,70,0.0,29.25,29.95,8.3,0,1,65.97984674788232
2,2011-07-02,93,73,83.0,71,0.0,29.31,29.94,7.5,0,1,67.16992386077122
1,2011-07-03,84,69,76.5,57,0.0,29.28,29.98,5.9,0,0,50.90699244253389
2,2011-07-03,86,70,78.0,58,0.0,29.33,29.96,6.1,0,0,50.21530537492329
1,2011-07-04,89,65,77.0,55,0.0,29.26,29.97,4.3,0,0,46.56871566103546
2,2011-07-04,88,68,78.0,53,0.0,29.32,29.95,4.5,0,1,41.87686997066332
1,2011-07-05,91,68,79.5,60,0.0,29.25,29.96,6.2,0,0,51.340847748380135
2,2011-07-05,92,67,79.5,59,0.0,29.31,29.94,5.6,0,0,49.540549186846036
1,2011-07-06,86,70,78.0,61,0.0,29.27,29.97,7.5,0,0,55.89116901040809
2,2011-07-06,87,71,79.0,60,0.0,29.33,29.95,7.3,0,0,52.19109419072684
1,2011-07-07,82,63,72.5,53,0.0,29.22,29.95,6.2,1,0,50.3214113754855
2,2011-07-07,81,66,73.5,55,0.07,29.28,29.93,7.1,1,0,52.34334529578098
1,2011-07-08,86,61,73.5,51,0.0,29.17,29.88,6.0,0,0,45.19432969294933
2,2011-07-08,86,65,75.5,52,0.0,29.22,29.86,6.5,0,0,43.85635641702941
1,2011-07-09,91,61,76.0,58,0.0,29.21,29.92,5.9,0,0,53.65818551881196
2,2011-07-09,90,67,78.5,60,0.0,29.27,29.9,6.5,0,0,53.057218975326194
1,2011-07-10,91,74,82.5,68,0.0,29.18,29.89,9.7,0,1,61.60752697855229
2,2011-07-10,91,75,83.0,67,0.0,29.23,29.87,8.1,0,1,58.56241959730853
1,2011-07-11,88,71,79.5,71,0.39,29.12,29.82,8.5,0,1,75.283571997025
2,2011-07-11,90,70,80.0,70,0.13,29.18,29.81,8.0,0,1,71.5791170727178
1,2011-07-12,87,70,78.5,63,0.01,29.25,29.94,7.7,1,0,59.00037164353257
2,2011-07-12,88,71,79.5,64,0.01,29.31,29.92,7.0,1,0,59.130651329152364
1,2011-07-13,74,63,68.5,57,0.0,29.35,30.06,10.9,0,0,66.70527946565295
2,2011-07-13,74,66,70.0,57,0.0,29.4,30.04,12.2,0,0,63.365166672408776
1,2011-07-14,82,59,70.5,56,0.0,29.3,30.02,8.0,0,0,60.08158524705676
2,2011-07-14,82,65,73.5,56,0.0,29.35,30.0,8.7,0,0,54.27919653297211
1,2011-07-15,87,70,78.5,60,0.0,29.27,29.98,6.7,0,0,53.057218975326194
2,2011-07-15,86,71,78.5,60,0.0,29.33,29.96,6.8,0,0,53.057218975326194
1,2011-07-16,89,71,80.0,61,0.0,29.32,30.02,4.3,1,0,52.333551547067955
2,2011-07-16,90,74,82.0,60,0.0,29.38,30.0,2.7,0,0,47.31679629785755
1,2011-07-17,95,69,82.0,69,0.0,29.35,30.06,6.4,0,0,64.80371344799588
2,2011-07-17,95,74,84.5,69,0.0,29.41,30.04,7.2,0,0,59.77413650918256
1,2011-07-18,92,80,86.0,75,0.01,29.23,29.96,10.8,1,1,69.7992827327861
2,2011-07-18,93,81,87.0,74,0.0,29.29,29.94,11.7,0,1,65.38089761530735
1,2011-07-19,93,78,85.5,72,0.0,29.17,29.89,6.2,0,0,64.11571586655354
2,2011-07-19,92,79,85.5,73,0.0,29.23,29.86,6.6,0,1,66.31875025948852
1,2011-07-20,99,73,86.0,73,0.02,29.08,29.8,10.7,0,1,65.26647937639754
2,2011-07-20,100,77,88.5,73,0.0,29.15,29.78,9.9,1,0,60.279553313072064
1,2011-07-21,99,75,87.0,70,0.02,29.1,29.8,8.8,1,0,57.10048521990853
2,2011-07-21,101,82,91.5,72,0.0,29.16,29.77,10.0,0,0,53.031226812894104
1,2011-07-22,88,70,79.0,70,1.55,29.18,29.88,9.0,1,1,73.96706755032609
2,2011-07-22,100,71,85.5,70,0.14,29.23,29.86,8.2,1,1,59.9012654308121
1,2011-07-23,87,70,78.5,70,6.86,29.23,29.95,5.3,1,1,75.19457027742651
2,2011-07-23,87,70,78.5,70,0.04,29.28,29.93,4.9,1,1,75.19457027742651
1,2011-07-24,87,72,79.5,70,0.18,29.26,29.97,6.4,1,1,72.76206817235449
2,2011-07-24,87,72,79.5,69,0.02,29.32,29.95,5.7,1,0,70.31493773837467
1,2011-07-25,88,73,80.5,66,0.0,29.2,29.91,6.5,0,0,61.358540104975724
2,2011-07-25,90,73,81.5,67,0.01,29.25,29.89,6.1,0,0,61.48329621694201
1,2011-07-26,83,71,77.0,63,0.0,29.18,29.88,8.5,0,0,61.99943468829765
2,2011-07-26,85,72,78.5,62,0.01,29.23,29.86,8.0,0,0,56.95741897946306
1,2011-07-27,90,68,79.0,66,0.71,29.13,29.85,9.5,1,0,64.45122207118804
2,2011-07-27,92,72,82.0,66,0.0,29.21,29.84,9.9,1,1,58.43191052377349
1,2011-07-28,87,73,80.0,71,0.7,29.2,29.89,6.8,1,1,74.05962679431985
2,2011-07-28,88,74,81.0,71,0.0,29.26,29.87,6.8,1,0,71.67834165799995
1,2011-07-29,86,71,78.5,67,0.7,29.28,29.98,5.9,0,1,67.83062517530321
2,2011-07-29,86,74,80.0,69,0.36,29.34,29.96,5.6,0,1,69.17177159414872
1,2011-07-30,91,67,79.0,64,0.0,29.35,30.05,3.4,0,0,60.109903291890774
2,2011-07-30,91,68,79.5,65,0.0,29.41,30.03,3.4,0,0,61.23325637937073
1,2011-07-31,90,68,79.0,69,0.0,29.35,30.06,5.0,0,0,71.47941063428179
2,2011-07-31,91,73,82.0,69,0.0,29.41,30.04,5.0,0,0,64.80371344799588
1,2011-08-01,91,74,82.5,72,0.0,29.28,29.99,4.9,0,0,70.6219656059212
2,2011-08-01,91,76,83.5,71,0.0,29.33,29.97,5.9,0,1,66.09332238186974
1,2011-08-02,93,74,83.5,73,0.43,29.04,29.77,9.1,0,0,70.72333598210825
2,2011-08-02,93,74,83.5,73,0.28,29.1,29.75,8.5,1,1,70.72333598210825
1,2011-08-03,86,72,79.0,67,0.0,29.11,29.81,8.0,0,0,66.72333408930567
2,2011-08-03,87,73,80.0,66,0.0,29.16,29.78,10.3,0,1,62.370480849121655
1,2011-08-04,84,69,76.5,66,0.0,29.25,29.94,6.0,0,0,70.00347733334114
2,2011-08-04,82,69,75.5,67,0.0,29.3,29.92,6.7,0,0,74.92484667346494
1,2011-08-05,83,69,76.0,68,0.0,29.21,29.93,5.5,1,0,76.27314774778017
2,2011-08-05,84,70,77.0,68,0.0,29.26,29.91,6.0,0,0,73.78055835142726
1,2011-08-06,85,72,78.5,70,0.18,29.1,29.82,4.0,1,1,75.19457027742651
2,2011-08-06,85,73,79.0,70,0.69,29.15,29.8,3.7,1,1,73.96706755032609
1,2011-08-07,86,68,77.0,69,0.75,29.03,29.75,6.4,0,1,76.35931535226167
2,2011-08-07,87,70,78.5,69,0.49,29.09,29.73,5.6,1,1,72.6656300477446
1,2011-08-08,80,68,74.0,67,0.63,29.0,29.72,6.2,1,1,78.7822278911767
2,2011-08-08,80,69,74.5,67,0.29,29.06,29.7,5.8,1,1,77.47216231506823
1,2011-08-09,80,64,72.0,61,0.0,28.97,29.67,11.1,0,1,68.30702534158651
2,2011-08-09,82,66,74.0,61,0.01,29.03,29.66,11.6,0,1,63.85321833711421
1,2011-08-10,77,61,69.0,54,0.0,29.14,29.84,8.7,0,0,58.80195570405912
2,2011-08-10,78,62,70.0,54,0.0,29.2,29.82,8.0,0,0,56.82433111207962
1,2011-08-11,81,57,69.0,54,0.0,29.25,29.95,3.0,0,0,58.80195570405912
2,2011-08-11,81,60,70.5,54,0.0,29.31,29.93,4.2,0,0,55.863608272283436
1,2011-08-12,81,60,70.5,59,0.0,29.22,29.94,8.5,0,0,66.93456313998618
2,2011-08-12,82,65,73.5,57,0.0,29.28,29.93,8.4,0,0,56.27781926065797
1,2011-08-13,83,62,72.5,64,0.75,29.15,29.86,6.7,1,0,74.65098623820008
2,2011-08-13,84,66,75.0,63,0.93,29.2,29.84,7.8,1,1,66.2685023428559
1,2011-08-14,75,62,68.5,60,0.0,29.24,29.95,11.7,1,0,74.27927003416633
2,2011-08-14,75,62,68.5,60,0.01,29.29,29.93,12.6,1,0,74.27927003416633
1,2011-08-15,82,57,69.5,55,0.0,29.28,29.98,4.9,0,0,59.950900242405545
2,2011-08-15,80,59,69.5,55,0.0,29.33,29.96,5.2,0,0,59.950900242405545
1,2011-08-16,85,61,73.0,58,0.0,29.32,30.03,3.9,0,0,59.331653227294
2,2011-08-16,83,63,73.0,56,0.0,29.38,30.01,3.0,0,0,55.200930061577466
1,2011-08-17,83,62,72.5,63,0.0,29.31,30.02,6.0,0,0,72.07691455751359
2,2011-08-17,83,65,74.0,61,0.0,29.36,30.01,6.2,0,0,63.85321833711421
1,2011-08-18,84,67,75.5,60,0.0,29.23,29.96,5.2,0,0,58.606329904418416
2,2011-08-18,85,71,78.0,62,0.0,29.28,29.94,5.2,0,1,57.904610033841074
1,2011-08-19,87,64,75.5,63,0.0,29.18,29.89,5.2,0,0,65.17106082458226
2,2011-08-19,86,67,76.5,62,0.0,29.23,29.87,5.8,0,0,60.85421683795749
1,2011-08-20,80,66,73.0,67,1.11,29.22,29.92,3.4,1,1,81.4777451389265
2,2011-08-20,79,68,73.5,67,0.39,29.28,29.9,4.9,1,1,80.11724687474988
1,2011-08-21,80,64,72.0,58,0.0,29.26,29.97,8.5,1,0,61.37030585532472
2,2011-08-21,81,66,73.5,58,0.01,29.32,29.95,7.6,1,1,58.34094575142036
1,2011-08-22,82,59,70.5,59,0.0,29.3,30.02,4.1,0,0,66.93456313998618
2,2011-08-22,82,61,71.5,59,0.0,29.36,30.01,3.5,0,0,64.6973112991367
1,2011-08-23,73,62,67.5,63,0.65,29.1,29.86,9.8,0,1,85.4927828539345
2,2011-08-23,74,66,70.0,62,0.4,29.18,29.86,9.5,1,1,75.74671784055894
1,2011-08-24,92,69,80.5,65,0.0,28.99,29.7,10.7,0,1,59.26040069569054
2,2011-08-24,91,70,80.5,65,0.0,29.05,29.68,11.0,0,0,59.26040069569054
1,2011-08-25,83,64,73.5,59,0.0,29.26,29.95,7.3,0,0,60.47034698875425
2,2011-08-25,80,65,72.5,59,0.0,29.33,29.93,7.0,0,0,62.54371924627896
1,2011-08-26,83,59,71.0,58,0.0,29.26,29.98,3.3,0,0,63.48799386001066
2,2011-08-26,83,61,72.0,58,0.0,29.32,29.97,3.4,0,0,61.37030585532472
1,2011-08-27,81,64,72.5,62,0.0,29.21,29.93,9.2,0,0,69.5811722340104
2,2011-08-27,83,67,75.0,61,0.0,29.26,29.91,9.3,0,0,61.74940279437605
1,2011-08-28,77,61,69.0,57,0.0,29.22,29.93,7.9,0,0,65.5704282115032
2,2011-08-28,77,61,69.0,55,0.0,29.26,29.91,9.2,0,0,60.98629282649291
1,2011-08-29,79,59,69.0,56,0.0,29.31,30.01,3.5,0,0,63.24179235088773
2,2011-08-29,78,61,69.5,57,0.0,29.36,30.0,4.2,0,0,64.45720863446192
1,2011-08-30,76,61,68.5,56,0.04,29.33,30.03,6.3,1,0,64.3363410570908
2,2011-08-30,79,64,71.5,54,0.02,29.38,30.02,6.8,1,0,53.99639715472857
1,2011-08-31,87,65,76.0,64,0.0,29.23,29.95,8.3,1,0,66.38299221937822
2,2011-08-31,88,65,76.5,64,0.05,29.29,29.94,7.4,0,0,65.28816859291616
1,2011-09-01,93,71,82.0,71,0.0,29.2,29.91,5.9,0,0,69.38291043062716
2,2011-09-01,94,74,84.0,70,0.0,29.26,29.89,6.3,0,0,62.85783826357497
1,2011-09-02,92,76,84.0,69,0.0,29.18,29.89,7.4,0,1,60.74380642126103
2,2011-09-02,94,79,86.5,69,0.0,29.24,29.87,6.6,0,0,56.06610162074729
1,2011-09-03,89,69,79.0,67,0.02,29.16,29.87,6.2,1,1,66.72333408930567
2,2011-09-03,87,71,79.0,68,0.15,29.21,29.85,5.7,0,0,69.06545459318414
1,2011-09-04,73,58,65.5,54,0.0,29.24,29.94,11.5,0,0,66.35731231814363
2,2011-09-04,74,60,67.0,55,0.0,29.29,29.92,11.5,1,0,65.33342986387333
1,2011-09-05,65,52,58.5,45,0.0,29.39,30.1,14.8,0,0,60.747936492693356
2,2011-09-05,67,53,60.0,46,0.0,29.43,30.07,16.6,0,0,59.80411012425675
1,2011-09-06,66,51,58.5,46,0.0,29.44,30.16,10.1,0,0,63.097096513162484
2,2011-09-06,66,57,61.5,47,0.0,29.49,30.14,14.3,0,0,58.88533051544664
1,2011-09-07,70,52,61.0,47,0.0,29.42,30.16,10.8,0,0,59.937731910787726
2,2011-09-07,70,58,64.0,47,0.0,29.47,30.13,13.3,0,0,53.92455233530137
1,2011-09-08,75,57,66.0,53,0.0,29.34,29.97,13.4,1,0,62.868360727195515
2,2011-09-08,74,62,68.0,54,0.06,29.36,30.03,15.2,1,1,60.85718486364794
1,2011-09-09,72,60,66.0,60,0.02,29.23,29.96,8.3,1,0,80.97766421415629
2,2011-09-09,72,64,68.0,61,0.11,29.28,29.94,8.4,1,1,78.30173731848878
1,2011-09-10,78,56,67.0,59,0.0,29.29,30.0,3.1,0,1,75.47731524435642
2,2011-09-10,76,58,67.0,60,0.01,29.34,29.99,2.0,0,1,78.22015326882769
1,2011-09-11,83,57,70.0,59,0.0,29.27,29.99,5.5,0,1,68.08568039805756
2,2011-09-11,83,60,71.5,59,0.0,29.33,29.98,4.7,0,1,64.6973112991367
1,2011-09-12,86,64,75.0,59,0.0,29.18,29.91,10.9,0,0,57.503552015891614
2,2011-09-12,86,64,75.0,59,0.0,29.24,29.9,9.3,0,0,57.503552015891614
1,2011-09-13,73,56,64.5,54,0.0,29.2,29.9,8.7,0,1,68.71179592896523
2,2011-09-13,76,58,67.0,55,0.0,29.26,29.89,7.8,0,1,65.33342986387333
1,2011-09-14,58,47,52.5,43,0.08,29.39,30.09,7.3,1,1,69.98279564847823
2,2011-09-14,60,48,54.0,45,0.0,29.47,29.97,7.3,1,1,71.49519517060237
1,2011-09-15,59,42,50.5,35,0.0,29.61,30.33,8.5,0,0,55.12884183995293
2,2011-09-15,60,44,52.0,36,0.0,29.67,30.32,9.0,0,0,54.263976999396604
1,2011-09-16,58,46,52.0,40,0.0,29.59,30.33,3.3,0,0,63.48458878826907
2,2011-09-16,59,48,53.5,38,0.0,29.65,30.33,3.7,0,0,55.56497567689893
1,2011-09-17,68,50,59.0,45,0.0,29.53,30.27,8.9,0,0,59.66991325554808
2,2011-09-17,69,52,60.5,44,0.0,29.59,30.27,9.6,0,0,54.44725062229963
1,2011-09-18,65,55,60.0,55,0.43,29.34,30.11,9.5,1,1,83.52505989004503
2,2011-09-18,66,56,61.0,54,0.34,29.41,30.11,8.0,1,1,77.72137240852535
1,2011-09-19,69,54,61.5,58,0.24,29.24,29.96,5.8,1,1,88.26727657052565
2,2011-09-19,68,56,62.0,58,0.41,29.3,29.96,5.8,1,1,86.72073837571148
1,2011-09-20,74,49,61.5,54,0.0,29.26,29.97,7.3,0,1,76.35672149226613
2,2011-09-20,75,53,64.0,54,0.01,29.33,29.99,6.1,0,1,69.92407087163488
1,2011-09-21,71,56,63.5,49,0.0,29.23,29.95,11.0,1,0,59.1551033499263
2,2011-09-21,72,57,64.5,49,0.0,29.29,29.94,10.3,0,0,57.11961102448079
1,2011-09-22,64,51,57.5,47,0.0,29.36,30.08,6.9,0,0,67.92303201877064
2,2011-09-22,63,53,58.0,47,0.0,29.42,30.08,7.2,0,0,66.71252677474104
1,2011-09-23,62,48,55.0,44,0.0,29.33,30.06,7.0,0,0,66.35678878575852
2,2011-09-23,62,48,55.0,46,0.02,29.38,30.05,6.4,1,0,71.60020023090642
1,2011-09-24,62,51,56.5,49,0.14,29.26,29.99,4.6,1,1,75.90687878813486
2,2011-09-24,63,51,57.0,48,0.07,29.31,29.98,5.3,1,1,71.80860936988302
1,2011-09-25,64,51,57.5,53,0.08,29.13,29.87,5.5,1,0,84.90783736959429
2,2011-09-25,65,53,59.0,53,0.23,29.18,29.87,5.8,1,1,80.457977206847
1,2011-09-26,60,53,56.5,51,1.21,28.92,29.65,15.4,1,1,81.76927196459728
2,2011-09-26,63,53,58.0,50,0.9,28.98,29.65,12.4,1,1,74.64339585388701
1,2011-09-27,63,54,58.5,53,0.31,29.0,29.71,8.3,1,1,81.91156686888027
2,2011-09-27,63,54,58.5,53,0.25,29.05,29.7,7.1,1,1,81.91156686888027
1,2011-09-28,63,53,58.0,54,0.77,29.07,29.78,7.0,1,1,86.50626195683859
2,2011-09-28,64,53,58.5,54,0.15,29.12,29.77,6.7,1,1,84.96785881587732
1,2011-09-29,66,49,57.5,51,0.06,28.98,29.7,13.5,1,1,78.87151053039196
2,2011-09-29,66,51,58.5,50,0.09,29.03,29.7,12.7,1,1,73.31595860210831
1,2011-09-30,57,45,51.0,41,0.09,29.32,30.01,15.0,1,0,68.4803180781121
2,2011-09-30,58,47,52.5,42,0.17,29.37,30.0,16.3,1,0,67.34299296160687
1,2011-10-01,56,42,49.0,40,0.0,29.53,30.26,10.3,0,0,70.96203478298281
2,2011-10-01,56,44,50.0,40,0.0,29.59,30.26,11.2,0,0,68.36536838876128
1,2011-10-02,66,41,53.5,38,0.0,29.47,30.22,5.4,0,0,55.56497567689893
2,2011-10-02,65,41,53.0,39,0.0,29.54,30.22,4.6,0,0,58.85251990010381
1,2011-10-03,69,44,56.5,45,0.0,29.48,30.21,5.0,0,0,65.28359301873815
2,2011-10-03,70,45,57.5,44,0.0,29.54,30.2,4.1,0,0,60.61540973472535
1,2011-10-04,76,43,59.5,47,0.0,29.52,30.25,2.3,0,0,63.22356267923074
2,2011-10-04,74,46,60.0,47,0.0,29.58,30.25,1.7,0,0,62.10637420415283
1,2011-10-05,80,49,64.5,48,0.0,29.49,30.22,3.2,0,0,55.0204408100325
2,2011-10-05,80,52,66.0,47,0.0,29.55,30.21,2.9,0,0,50.29229115862627
1,2011-10-06,81,50,65.5,51,0.0,29.5,30.23,4.6,0,0,59.42261034224053
2,2011-10-06,81,56,68.5,50,0.0,29.57,30.22,4.6,0,0,51.616410765947215
1,2011-10-07,84,54,69.0,53,0.0,29.52,30.25,7.7,0,0,56.686850696229826
2,2011-10-07,84,59,71.5,51,0.0,29.59,30.24,6.8,0,0,48.35347840230405
1,2011-10-08,82,54,68.0,54,0.0,29.56,30.27,7.6,0,0,60.85718486364794
2,2011-10-08,82,61,71.5,53,0.0,29.62,30.27,6.9,0,0,52.054147978502264
1,2011-10-09,80,52,66.0,51,0.0,29.55,30.29,3.8,0,0,58.39887964098753
2,2011-10-09,80,56,68.0,51,0.0,29.62,30.28,3.8,0,0,54.497276281177406
1,2011-10-10,76,54,65.0,51,0.0,29.39,30.13,6.0,0,0,60.46651653500821
2,2011-10-10,77,58,67.5,49,0.0,29.45,30.12,6.4,0,0,51.46944225761633
1,2011-10-11,79,57,68.0,54,0.0,29.23,29.97,4.9,0,0,60.85718486364794
2,2011-10-11,78,58,68.0,52,0.0,29.29,29.97,4.6,0,0,56.54882032643535
1,2011-10-12,78,55,66.5,52,0.0,29.03,29.77,8.1,0,0,59.55551988593967
2,2011-10-12,77,57,67.0,51,0.0,29.08,29.76,6.8,0,0,56.41023806472434
1,2011-10-13,66,52,59.0,55,0.28,28.81,29.54,7.0,1,1,86.56035214336595
2,2011-10-13,64,52,58.0,55,0.49,28.87,29.53,6.0,1,1,89.71974077829657
1,2011-10-14,62,48,55.0,41,0.0,28.9,29.6,15.6,0,0,59.1273266011467
2,2011-10-14,61,49,55.0,41,0.0,28.97,29.61,15.3,0,0,59.1273266011467
1,2011-10-15,62,47,54.5,36,0.0,29.1,29.8,15.3,0,0,49.510177636398424
